FlightNumber,MarketingAirline,Restrictions
1545,SummitAirlines,Business
1018,HorizonWings,None
1876,EvergreenAirlines,None
1194,WingStar,Business
2691,SwiftWings,None
2984,HorizonWings,Business
1484,MirageAir,None
1177,MirageAir,None
2182,MirageAir,StandByOnly
3002,SilverArrow,None
2893,AirLuxe,StandByOnly
2812,HorizonWings,StandByOnly
2999,StarJetAirlines,None
1159,AirWave,Business
2990,Express,None
1840,SkyHavenAirways,Business
2147,AeroLink,StandByOnly
3084,PeakAir,StandByOnly
1660,SilverArrow,Business
1640,SkyHavenAirways,None
1717,PeakAir,StandByOnly
2081,MirageAir,StandByOnly
1799,GoldenEagle,Business
1235,PeakAir,Business
1991,HorizonWings,None
1151,BlueSkyAirlines,Business
3037,Airways,StandByOnly
1434,AirLuxe,StandByOnly
1011,GoldenEagle,StandByOnly
1445,SunAirInternational,StandByOnly
1843,AirLuxe,None
2419,StarJetAirlines,None
1332,AeroLink,None
2176,CrystalSkyAirways,StandByOnly
1090,SwiftWings,None
2937,SkyHavenAirways,StandByOnly
1764,SilverArrow,Business
2289,MirageAir,None
2072,AeroLink,Business
2317,BlueSkyAirlines,None
2622,SwiftWings,Business
2254,UnityAirways,None
1470,SilverArrow,Business
1358,PeakAir,None
1284,Express,StandByOnly
1630,SkyHavenAirways,None
2280,AirLuxe,None
2220,Express,None
2314,Express,None
2031,PacificBreezeAirlines,StandByOnly
1070,AirWave,StandByOnly
2655,SkyHavenAirways,None
2024,SummitAirlines,StandByOnly
2813,WingStar,StandByOnly
1038,SummitAirlines,StandByOnly
2406,PeakAir,None
3087,PacificBreezeAirlines,Business
1222,MirageAir,StandByOnly
1246,Airways,Business
1999,AirWave,StandByOnly
2255,Airways,None
2876,WingStar,None
2543,PacificBreezeAirlines,StandByOnly
1781,StarJetAirlines,Business
1708,Express,Business
1719,SkyHavenAirways,StandByOnly
2872,Airways,None
2720,AirWave,StandByOnly
2759,AeroLink,Business
1487,AirLuxe,StandByOnly
2256,WingStar,None
1093,AirLuxe,None
2549,SkyHavenAirways,Business
1172,Airways,StandByOnly
1602,WingStar,Business
2033,SummitAirlines,StandByOnly
2815,AirLuxe,None
1285,SwiftWings,StandByOnly
1921,SummitAirlines,None
1546,SunAirInternational,StandByOnly
2584,PeakAir,StandByOnly
3040,SunAirInternational,None
2761,AirLuxe,StandByOnly
2361,HorizonWings,StandByOnly
2990,AirLuxe,StandByOnly
2275,Airways,None
2512,AeroLink,Business
